-55.082, -31.516, 96.648
-53.082, -31.517, 95.899
-51.083, -31.57, 93.213
-49.087, -31.699, 91.136
-47.101, -31.929, 89.035
-45.134, -32.287, 87.188
-43.204, -32.808, 85.572
-41.326, -33.495, 85.221
-39.521, -34.355, 82.187
-37.792, -35.358, 79.038
-36.138, -36.483, 75.756
-34.554, -37.702, 72.326
-33.025, -38.992, 68.725
-31.545, -40.337, 64.924
-30.102, -41.722, 60.886
-28.687, -43.135, 56.561
-27.298, -44.574, 51.877
-25.926, -46.029, 46.724
-24.569, -47.499, 40.929
-23.224, -48.979, 34.164
-21.888, -50.467, 25.675
-20.896, -50.707, 20
-19.477, -49.344, 53.337
-17.645, -48.55, 49.286
-15.721, -48.007, 43.832
-13.76, -47.616, 37.595
-11.78, -47.336, 30.09
-9.794, -47.207, 20
-11.721, -46.744, 100
-13.652, -46.226, 100
-15.584, -45.707, 100
-17.516, -45.189, 100
-19.447, -44.67, 100
-21.379, -44.152, 100
-23.31, -43.633, 98.44
-25.061, -42.995, 96.006
-24.784, -41.014, 93.323
-24.507, -39.033, 90.56
-24.23, -37.053, 87.71
-23.954, -35.072, 84.765
-23.677, -33.091, 81.714
-23.642, -31.095, 78.549
-23.891, -29.113, 81.577
-24.378, -27.174, 84.765
-25.058, -25.295, 87.671
-25.897, -23.48, 88.958
-26.868, -21.732, 91.174
-27.935, -20.041, 92.954
-29.083, -18.403, 93.703
-30.299, -16.816, 94.971
-31.566, -15.268, 95.04
-32.88, -13.761, 92.329
-34.227, -12.283, 89.536
-35.607, -10.834, 86.652
-37.009, -9.408, 83.67
-38.431, -8.002, 80.577
-39.869, -6.612, 77.361
-41.317, -5.233, 74.004
-42.774, -3.862, 70.489
-44.234, -2.495, 66.788
-45.693, -1.128, 62.87
-47.147, 0.246, 58.691
-48.59, 1.63, 54.191
-50.013, 3.035, 49.281
-51.407, 4.47, 43.826
-52.794, 5.91, 37.586
-54.293, 7.233, 30.085
-56.022, 8.214, 20
-57.788, 7.683, 20
-58.389, 5.793, 43.78
-58.514, 3.799, 37.537
-58.486, 1.799, 30.018
-58.635, -0.168, 20
-60.589, -0.073, 98.638
-62.589, -0.073, 96.028
-63.029, 1.299, 94.103
-62.727, 3.276, 93.945
-62.351, 5.24, 93.813
-61.899, 7.188, 93.709
-61.371, 9.116, 93.633
-60.765, 11.022, 93.588
-60.083, 12.901, 93.571
-59.324, 14.751, 93.582
-58.491, 16.569, 93.62
-57.584, 18.351, 93.683
-56.607, 20.096, 93.767
-55.561, 21.8, 93.87
-54.45, 23.463, 93.989
-53.277, 25.082, 94.122
-52.044, 26.657, 94.265
-50.751, 28.182, 94.573
-49.404, 29.661, 94.732
-48.009, 31.094, 94.893
-46.568, 32.481, 95.054
-45.085, 33.822, 95.213
-43.562, 35.119, 95.524
-41.998, 36.365, 95.674
-40.401, 37.568, 95.819
-38.773, 38.73, 95.961
-37.116, 39.85, 96.234
-35.429, 40.924, 96.366
-33.719, 41.962, 96.497
-31.987, 42.96, 96.761
-30.232, 43.921, 96.899
-28.46, 44.847, 97.208
-26.671, 45.741, 97.392
-24.866, 46.603, 97.35
-23.047, 47.434, 94.706
-21.19, 48.176, 91.985
-19.313, 48.867, 89.181
-17.412, 49.487, 86.286
-15.48, 50.003, 83.291
-13.517, 50.385, 80.184
-11.531, 50.619, 76.952
-9.535, 50.728, 73.577
-7.535, 50.758, 70.04
-6.579, 50.268, 68.065
-8.404, 49.45, 98.119
-10.236, 48.649, 95.496
-12.047, 47.799, 93.502
-13.823, 46.881, 90.865
-15.554, 45.879, 88.026
-17.222, 44.777, 85.092
-18.803, 43.553, 82.053
-20.266, 42.19, 78.899
-21.563, 40.67, 75.614
-22.632, 38.983, 72.182
-23.4, 37.14, 69.042
-23.793, 35.183, 69.356
-23.795, 33.185, 71.781
-23.95, 31.196, 70.492
-24.076, 29.2, 66.792
-24.092, 27.201, 62.874
-23.964, 25.205, 58.697
-23.646, 23.232, 54.2
-23.072, 21.318, 49.297
-22.187, 19.528, 43.851
-20.985, 17.933, 37.625
-19.55, 16.542, 30.133
-18.012, 15.263, 20
-17.22, 14.6, 0
-17.22, 14.6, 0
-1.887, 1.759, 0
endData
127
100
200
-55.082, -31.516, -41.064, -31.385, -36.633, -33.859, -21.043, -51.415
-21.043, -51.415, -21.174, -47.747, -8.573, -46.975, -9.883, -47.237
-9.883, -47.237, -17.484, -45.197, -17.484, -45.197, -25.084, -43.157
-25.084, -43.157, -24.362, -37.992, -24.362, -37.992, -23.64, -32.826
-23.64, -32.826, -22.723, -19.201, -42.767, -4.921, -51.938, 5.036
-51.938, 5.036, -61.502, 15.255, -57.309, -1.777, -58.882, -0.073
-58.882, -0.073, -61.043, -0.073, -61.043, -0.073, -63.205, -0.073
-63.205, -0.073, -60.061, 29.142, -35.038, 41.981, -23.247, 47.353
-23.247, 47.353, -15.648, 50.497, -12.635, 50.759, -7.001, 50.759
-7.001, 50.759, -1.368, 50.759, -25.343, 46.305, -23.771, 32.941
-23.771, 32.941, -25.343, 19.84, -21.019, 17.875, -17.22, 14.6
